transaction_id,date,time,store_id,channel,customer_id,item_id,item_name,quantity,unit_price,discount,total_price,payment_method,promo_code,order_datetime,order_date,order_time,order_hour,order_weekday,total_diff
T0002757,2025-06-07,13:17:00,TX006,in_store,C00053,1072,Hot Chocolate,2,3.95,0.0,7.9,cash,PSL10,2025-06-07 13:17:00,2025-06-07,13:17:00,13,Saturday,0.0
T0002766,2025-06-07,13:18:00,TX006,in_store,C00361,1020,Iced Caramel Macchiato,2,5.45,0.0,10.9,card,,2025-06-07 13:18:00,2025-06-07,13:18:00,13,Saturday,0.0
T0002993,2025-06-07,13:21:00,CA010,mobile_app,C00216,1052,London Fog Tea Latte,2,4.65,0.05,8.84,card,SUMMER15,2025-06-07 13:21:00,2025-06-07,13:21:00,13,Saturday,0.0
T0002986,2025-06-07,13:21:00,CA010,in_store,C00810,1007,Flat White,2,4.95,0.0,9.9,card,SUMMER15,2025-06-07 13:21:00,2025-06-07,13:21:00,13,Saturday,0.0
T0003028,2025-06-07,13:24:00,NY005,in_store,C00284,1050,Jade Citrus Mint Tea,2,2.95,0.0,5.9,card,,2025-06-07 13:24:00,2025-06-07,13:24:00,13,Saturday,0.0
T0002755,2025-06-07,13:26:00,TX006,mobile_app,C00917,1027,Cold Brew With Salted Caramel Cold Foam,1,5.25,0.0,5.25,cash,SUMMER15,2025-06-07 13:26:00,2025-06-07,13:26:00,13,Saturday,0.0
T0003009,2025-06-07,13:29:00,NY005,mobile_app,C00423,1098,Cheese & Fruit Protein Box,1,6.25,0.0,6.25,mobile_pay,,2025-06-07 13:29:00,2025-06-07,13:29:00,13,Saturday,0.0
T0002728,2025-06-07,13:30:00,TX006,in_store,C00538,1007,Flat White,1,4.95,0.0,4.95,card,BOGO,2025-06-07 13:30:00,2025-06-07,13:30:00,13,Saturday,0.0
T0002692,2025-06-07,13:30:00,TX003,in_store,C00302,1050,Jade Citrus Mint Tea,1,2.95,0.0,2.95,cash,SUMMER15,2025-06-07 13:30:00,2025-06-07,13:30:00,13,Saturday,0.0
T0002914,2025-06-07,13:32:00,CA002,in_store,C00651,1074,Blueberry Muffin,2,2.95,0.1,5.31,card,SUMMER15,2025-06-07 13:32:00,2025-06-07,13:32:00,13,Saturday,0.0
T0002853,2025-06-07,13:33:00,NY004,in_store,C00287,1031,Peppermint Mocha,2,5.95,0.0,11.9,card,PSL10,2025-06-07 13:33:00,2025-06-07,13:33:00,13,Saturday,0.0
T0002693,2025-06-07,13:34:00,TX003,in_store,C00720,1055,Iced Green Tea,1,3.25,0.1,2.93,card,BOGO,2025-06-07 13:34:00,2025-06-07,13:34:00,13,Saturday,0.01
T0003005,2025-06-07,13:34:00,NY005,in_store,C00488,1094,Turkey Pesto Panini,2,6.95,0.1,12.51,card,,2025-06-07 13:34:00,2025-06-07,13:34:00,13,Saturday,0.0
T0002747,2025-06-07,13:36:00,TX006,in_store,C00876,1058,Iced Green Tea Lemonade,2,3.75,0.05,7.12,card,SUMMER15,2025-06-07 13:36:00,2025-06-07,13:36:00,13,Saturday,0.0
T0003219,2025-06-07,13:36:00,NY007,in_store,C00566,1011,Espresso,1,2.65,0.0,2.65,card,,2025-06-07 13:36:00,2025-06-07,13:36:00,13,Saturday,0.0
T0002932,2025-06-07,13:37:00,CA002,in_store,C00983,1086,Cinnamon Swirl Coffee Cake,1,3.45,0.05,3.28,mobile_pay,,2025-06-07 13:37:00,2025-06-07,13:37:00,13,Saturday,0.0
T0003061,2025-06-07,13:39:00,NY005,mobile_app,C00125,1084,Multigrain Bagel,2,2.45,0.0,4.9,mobile_pay,PSL10,2025-06-07 13:39:00,2025-06-07,13:39:00,13,Saturday,0.0
T0002829,2025-06-07,13:39:00,TX001,in_store,C00447,1053,Matcha Latte,1,4.95,0.0,4.95,card,,2025-06-07 13:39:00,2025-06-07,13:39:00,13,Saturday,0.0
T0002862,2025-06-07,13:42:00,NY004,mobile_app,C00941,1071,Bottled Water,2,2.25,0.0,4.5,cash,PSL10,2025-06-07 13:42:00,2025-06-07,13:42:00,13,Saturday,0.0
T0003016,2025-06-07,13:49:00,NY005,in_store,C00089,1024,Nitro Cold Brew,2,4.95,0.0,9.9,card,BOGO,2025-06-07 13:49:00,2025-06-07,13:49:00,13,Saturday,0.0
T0002728,2025-06-07,13:49:00,TX006,in_store,C00538,1012,Espresso Con Panna,2,2.95,0.0,5.9,card,BOGO,2025-06-07 13:49:00,2025-06-07,13:49:00,13,Saturday,0.0
T0003000,2025-06-07,13:50:00,CA010,in_store,C00410,1075,Banana Nut Muffin,2,3.15,0.0,6.3,cash,,2025-06-07 13:50:00,2025-06-07,13:50:00,13,Saturday,0.0
T0002851,2025-06-07,13:54:00,NY004,in_store,C00992,1061,Iced Matcha Latte,1,5.15,0.1,4.64,mobile_pay,,2025-06-07 13:54:00,2025-06-07,13:54:00,13,Saturday,0.0
T0002660,2025-06-07,13:55:00,TX003,in_store,C00478,1082,Everything Bagel,2,2.45,0.0,4.9,card,NEWAPP5,2025-06-07 13:55:00,2025-06-07,13:55:00,13,Saturday,0.0
T0002739,2025-06-07,14:00:00,TX006,in_store,C00190,1067,Dragon Drink,1,4.95,0.0,4.95,card,BOGO,2025-06-07 14:00:00,2025-06-07,14:00:00,14,Saturday,0.0
T0002695,2025-06-07,14:00:00,TX003,in_store,C00378,1015,Vanilla Latte,1,4.75,0.0,4.75,card,,2025-06-07 14:00:00,2025-06-07,14:00:00,14,Saturday,0.0
T0003060,2025-06-07,14:01:00,NY005,in_store,C00244,1048,Royal English Breakfast Tea,1,2.95,0.0,2.95,card,BOGO,2025-06-07 14:01:00,2025-06-07,14:01:00,14,Saturday,0.0
T0002787,2025-06-07,14:01:00,TX006,in_store,C00168,1032,Iced Peppermint Mocha,1,6.15,0.0,6.15,card,PSL10,2025-06-07 14:01:00,2025-06-07,14:01:00,14,Saturday,0.0
T0002902,2025-06-07,14:02:00,NY004,in_store,C00561,1055,Iced Green Tea,2,3.25,0.0,6.5,card,SUMMER15,2025-06-07 14:02:00,2025-06-07,14:02:00,14,Saturday,0.0
T0002783,2025-06-07,14:02:00,TX006,in_store,C00215,1018,Iced Coffee,1,3.45,0.0,3.45,card,,2025-06-07 14:02:00,2025-06-07,14:02:00,14,Saturday,0.0
T0003187,2025-06-07,14:03:00,NY007,mobile_app,C00898,1075,Banana Nut Muffin,2,3.15,0.0,6.3,card,PSL10,2025-06-07 14:03:00,2025-06-07,14:03:00,14,Saturday,0.0
T0003008,2025-06-07,14:04:00,NY005,in_store,C00787,1051,Chai Tea Latte,1,4.65,0.05,4.42,cash,PSL10,2025-06-07 14:04:00,2025-06-07,14:04:00,14,Saturday,0.0
T0002936,2025-06-07,14:04:00,CA002,in_store,C00520,1061,Iced Matcha Latte,2,5.15,0.05,9.79,card,,2025-06-07 14:04:00,2025-06-07,14:04:00,14,Saturday,0.01
T0002677,2025-06-07,14:05:00,TX003,in_store,C00155,1031,Peppermint Mocha,1,5.95,0.0,5.95,card,,2025-06-07 14:05:00,2025-06-07,14:05:00,14,Saturday,0.0
T0003025,2025-06-07,14:05:00,NY005,in_store,C00580,1054,Iced Black Tea,1,3.25,0.15,2.76,card,,2025-06-07 14:05:00,2025-06-07,14:05:00,14,Saturday,0.0
T0003163,2025-06-07,14:05:00,TX007,mobile_app,C00955,1093,Roasted Tomato Mozzarella Panini,2,6.25,0.05,11.88,cash,PSL10,2025-06-07 14:05:00,2025-06-07,14:05:00,14,Saturday,0.0
T0003010,2025-06-07,14:06:00,NY005,mobile_app,C00739,1076,Chocolate Chunk Cookie,1,2.95,0.0,2.95,card,SUMMER15,2025-06-07 14:06:00,2025-06-07,14:06:00,14,Saturday,0.0
T0003180,2025-06-07,14:06:00,NY007,in_store,C00343,1054,Iced Black Tea,2,3.25,0.05,6.17,card,,2025-06-07 14:06:00,2025-06-07,14:06:00,14,Saturday,-0.01
T0003120,2025-06-07,14:07:00,CA004,in_store,C00107,1096,Chicken & Quinoa Protein Bowl,1,7.95,0.0,7.95,card,PSL10,2025-06-07 14:07:00,2025-06-07,14:07:00,14,Saturday,0.0
T0002939,2025-06-07,14:07:00,CA002,in_store,C00328,1070,Spindrift Sparkling Water,1,2.75,0.0,2.75,card,,2025-06-07 14:07:00,2025-06-07,14:07:00,14,Saturday,0.0
T0002778,2025-06-07,14:08:00,TX006,in_store,C00738,1079,Butter Croissant,2,3.25,0.0,6.5,card,,2025-06-07 14:08:00,2025-06-07,14:08:00,14,Saturday,0.0
T0002877,2025-06-07,14:08:00,NY004,in_store,C00481,1099,Bistro Box: Eggs & Cheddar,1,5.45,0.0,5.45,card,,2025-06-07 14:08:00,2025-06-07,14:08:00,14,Saturday,0.0
T0002699,2025-06-07,14:08:00,TX003,mobile_app,C00066,1030,Iced Pumpkin Spice Latte,2,5.95,0.0,11.9,card,SUMMER15,2025-06-07 14:08:00,2025-06-07,14:08:00,14,Saturday,0.0
T0003098,2025-06-07,14:09:00,CA004,mobile_app,C00712,1013,Espresso Macchiato,2,2.95,0.1,5.31,cash,,2025-06-07 14:09:00,2025-06-07,14:09:00,14,Saturday,0.0
T0003107,2025-06-07,14:09:00,CA004,in_store,C00774,1026,Cold Brew With Vanilla Sweet Cream Cold Foam,2,5.25,0.0,10.5,card,,2025-06-07 14:09:00,2025-06-07,14:09:00,14,Saturday,0.0
T0002915,2025-06-07,14:10:00,CA002,mobile_app,C00059,1035,Toasted White Chocolate Mocha,1,5.95,0.05,5.65,card,,2025-06-07 14:10:00,2025-06-07,14:10:00,14,Saturday,0.0
T0002990,2025-06-07,14:10:00,CA010,mobile_app,C00283,1087,Bacon Gouda Sandwich,2,4.95,0.0,9.9,card,,2025-06-07 14:10:00,2025-06-07,14:10:00,14,Saturday,0.0
T0002856,2025-06-07,14:11:00,NY004,mobile_app,C00489,1095,Chicken Caprese Sandwich,2,6.95,0.0,13.9,card,,2025-06-07 14:11:00,2025-06-07,14:11:00,14,Saturday,0.0
T0003159,2025-06-07,14:11:00,TX007,in_store,C00010,1094,Turkey Pesto Panini,2,6.95,0.0,13.9,card,,2025-06-07 14:11:00,2025-06-07,14:11:00,14,Saturday,0.0
T0003013,2025-06-07,14:14:00,NY005,in_store,C00239,1015,Vanilla Latte,2,4.75,0.0,9.5,card,,2025-06-07 14:14:00,2025-06-07,14:14:00,14,Saturday,0.0
T0002834,2025-06-07,14:14:00,TX001,in_store,C00056,1006,Cappuccino,2,4.45,0.05,8.46,mobile_pay,,2025-06-07 14:14:00,2025-06-07,14:14:00,14,Saturday,0.0
T0002728,2025-06-07,14:15:00,TX006,in_store,C00538,1006,Cappuccino,2,4.45,0.0,8.9,card,BOGO,2025-06-07 14:15:00,2025-06-07,14:15:00,14,Saturday,0.0
T0003046,2025-06-07,14:15:00,NY005,in_store,C00405,1031,Peppermint Mocha,1,5.95,0.0,5.95,card,SUMMER15,2025-06-07 14:15:00,2025-06-07,14:15:00,14,Saturday,0.0
T0002980,2025-06-07,14:16:00,CA010,in_store,C00734,1041,White Chocolate Mocha Frappuccino,1,5.75,0.05,5.46,card,,2025-06-07 14:16:00,2025-06-07,14:16:00,14,Saturday,0.0
T0002890,2025-06-07,14:17:00,NY004,in_store,C00444,1022,Cold Brew,2,4.25,0.0,8.5,card,,2025-06-07 14:17:00,2025-06-07,14:17:00,14,Saturday,0.0
T0002806,2025-06-07,14:17:00,TX001,in_store,C00180,1057,Iced Black Tea Lemonade,2,3.75,0.0,7.5,mobile_pay,PSL10,2025-06-07 14:17:00,2025-06-07,14:17:00,14,Saturday,0.0
T0002906,2025-06-07,14:17:00,NY004,in_store,C00262,1084,Multigrain Bagel,1,2.45,0.0,2.45,cash,,2025-06-07 14:17:00,2025-06-07,14:17:00,14,Saturday,0.0
T0003104,2025-06-07,14:18:00,CA004,in_store,C00013,1037,Coffee Frappuccino,1,4.95,0.1,4.46,mobile_pay,SUMMER15,2025-06-07 14:18:00,2025-06-07,14:18:00,14,Saturday,0.0
T0003004,2025-06-07,14:19:00,NY005,mobile_app,C00993,1020,Iced Caramel Macchiato,1,5.45,0.0,5.45,mobile_pay,,2025-06-07 14:19:00,2025-06-07,14:19:00,14,Saturday,0.0
T0003193,2025-06-07,14:20:00,NY007,mobile_app,C00988,1012,Espresso Con Panna,1,2.95,0.0,2.95,card,,2025-06-07 14:20:00,2025-06-07,14:20:00,14,Saturday,0.0
T0002977,2025-06-07,14:21:00,CA010,in_store,C00156,1016,Hazelnut Latte,1,4.75,0.0,4.75,cash,,2025-06-07 14:21:00,2025-06-07,14:21:00,14,Saturday,0.0
T0002729,2025-06-07,14:22:00,TX006,in_store,C00316,1032,Iced Peppermint Mocha,2,6.15,0.0,12.3,card,,2025-06-07 14:22:00,2025-06-07,14:22:00,14,Saturday,0.0
T0002924,2025-06-07,14:22:00,CA002,in_store,C00462,1072,Hot Chocolate,2,3.95,0.1,7.11,card,BOGO,2025-06-07 14:22:00,2025-06-07,14:22:00,14,Saturday,0.0
T0003121,2025-06-07,14:22:00,CA004,mobile_app,C00945,1064,Pineapple Passionfruit Refresher,1,4.45,0.0,4.45,card,,2025-06-07 14:22:00,2025-06-07,14:22:00,14,Saturday,0.0
T0003161,2025-06-07,14:22:00,TX007,in_store,C00319,1044,Vanilla Bean Crème Frappuccino,1,4.95,0.05,4.7,card,PSL10,2025-06-07 14:22:00,2025-06-07,14:22:00,14,Saturday,0.0
T0002979,2025-06-07,14:23:00,CA010,in_store,C00397,1014,Cortado,1,3.45,0.0,3.45,cash,BOGO,2025-06-07 14:23:00,2025-06-07,14:23:00,14,Saturday,0.0
T0002899,2025-06-07,14:24:00,NY004,in_store,C00907,1025,Chocolate Cream Cold Brew,1,5.15,0.0,5.15,card,,2025-06-07 14:24:00,2025-06-07,14:24:00,14,Saturday,0.0
T0002694,2025-06-07,14:24:00,TX003,in_store,C00056,1076,Chocolate Chunk Cookie,1,2.95,0.05,2.8,card,,2025-06-07 14:24:00,2025-06-07,14:24:00,14,Saturday,0.0
T0002966,2025-06-07,14:24:00,CA010,mobile_app,C00236,1008,Caramel Macchiato,1,5.25,0.15,4.46,card,PSL10,2025-06-07 14:24:00,2025-06-07,14:24:00,14,Saturday,0.0
T0003196,2025-06-07,14:24:00,NY007,mobile_app,C00908,1004,Caffè Americano,1,3.25,0.15,2.76,mobile_pay,,2025-06-07 14:24:00,2025-06-07,14:24:00,14,Saturday,0.0
T0003053,2025-06-07,14:24:00,NY005,in_store,C00213,1076,Chocolate Chunk Cookie,1,2.95,0.0,2.95,cash,NEWAPP5,2025-06-07 14:24:00,2025-06-07,14:24:00,14,Saturday,0.0
T0002925,2025-06-07,14:24:00,CA002,in_store,C00886,1081,Almond Croissant,1,3.65,0.15,3.1,mobile_pay,NEWAPP5,2025-06-07 14:24:00,2025-06-07,14:24:00,14,Saturday,0.0
T0003081,2025-06-07,14:25:00,CA004,in_store,C00704,1020,Iced Caramel Macchiato,1,5.45,0.0,5.45,card,,2025-06-07 14:25:00,2025-06-07,14:25:00,14,Saturday,0.0
T0002696,2025-06-07,14:25:00,TX003,in_store,C00766,1017,Toasted White Chocolate Latte,2,5.05,0.0,10.1,card,,2025-06-07 14:25:00,2025-06-07,14:25:00,14,Saturday,0.0
T0003230,2025-06-07,14:25:00,NY007,in_store,C00129,1046,Peppermint Mocha Frappuccino,1,6.05,0.0,6.05,card,BOGO,2025-06-07 14:25:00,2025-06-07,14:25:00,14,Saturday,0.0
T0002884,2025-06-07,14:25:00,NY004,in_store,C00502,1057,Iced Black Tea Lemonade,2,3.75,0.0,7.5,card,,2025-06-07 14:25:00,2025-06-07,14:25:00,14,Saturday,0.0
T0003133,2025-06-07,14:25:00,TX007,in_store,C00417,1092,Impossible Breakfast Sandwich,2,5.25,0.05,9.97,mobile_pay,,2025-06-07 14:25:00,2025-06-07,14:25:00,14,Saturday,-0.01
T0002857,2025-06-07,14:26:00,NY004,in_store,C00818,1066,Pink Drink,1,4.95,0.0,4.95,card,BOGO,2025-06-07 14:26:00,2025-06-07,14:26:00,14,Saturday,0.0
T0002851,2025-06-07,14:27:00,NY004,in_store,C00992,1077,Pumpkin Loaf,1,3.25,0.0,3.25,mobile_pay,,2025-06-07 14:27:00,2025-06-07,14:27:00,14,Saturday,0.0
T0002766,2025-06-07,14:27:00,TX006,in_store,C00361,1082,Everything Bagel,2,2.45,0.05,4.66,card,,2025-06-07 14:27:00,2025-06-07,14:27:00,14,Saturday,0.0
T0002890,2025-06-07,14:28:00,NY004,in_store,C00444,1042,Matcha Crème Frappuccino,2,5.45,0.0,10.9,card,,2025-06-07 14:28:00,2025-06-07,14:28:00,14,Saturday,0.0
T0002889,2025-06-07,14:28:00,NY004,in_store,C00390,1044,Vanilla Bean Crème Frappuccino,2,4.95,0.0,9.9,card,BOGO,2025-06-07 14:28:00,2025-06-07,14:28:00,14,Saturday,0.0
T0003206,2025-06-07,14:29:00,NY007,in_store,C00679,1077,Pumpkin Loaf,2,3.25,0.0,6.5,card,PSL10,2025-06-07 14:29:00,2025-06-07,14:29:00,14,Saturday,0.0
T0002774,2025-06-07,14:30:00,TX006,in_store,C00758,1093,Roasted Tomato Mozzarella Panini,2,6.25,0.15,10.62,card,,2025-06-07 14:30:00,2025-06-07,14:30:00,14,Saturday,0.0
T0002676,2025-06-07,14:30:00,TX003,mobile_app,C00516,1042,Matcha Crème Frappuccino,1,5.45,0.0,5.45,cash,,2025-06-07 14:30:00,2025-06-07,14:30:00,14,Saturday,0.0
T0002972,2025-06-07,14:30:00,CA010,mobile_app,C00841,1052,London Fog Tea Latte,2,4.65,0.0,9.3,card,,2025-06-07 14:30:00,2025-06-07,14:30:00,14,Saturday,0.0
T0002891,2025-06-07,14:30:00,NY004,in_store,C00624,1070,Spindrift Sparkling Water,1,2.75,0.0,2.75,card,,2025-06-07 14:30:00,2025-06-07,14:30:00,14,Saturday,0.0
T0002846,2025-06-07,14:31:00,NY004,mobile_app,C00456,1061,Iced Matcha Latte,2,5.15,0.0,10.3,cash,NEWAPP5,2025-06-07 14:31:00,2025-06-07,14:31:00,14,Saturday,0.0
T0002917,2025-06-07,14:31:00,CA002,mobile_app,C00087,1032,Iced Peppermint Mocha,1,6.15,0.0,6.15,cash,SUMMER15,2025-06-07 14:31:00,2025-06-07,14:31:00,14,Saturday,0.0
T0003152,2025-06-07,14:32:00,TX007,in_store,C00126,1055,Iced Green Tea,1,3.25,0.15,2.76,mobile_pay,,2025-06-07 14:32:00,2025-06-07,14:32:00,14,Saturday,0.0
T0003115,2025-06-07,14:33:00,CA004,in_store,C00827,1056,Iced Passion Tango Tea,2,3.25,0.0,6.5,card,,2025-06-07 14:33:00,2025-06-07,14:33:00,14,Saturday,0.0
T0003145,2025-06-07,14:33:00,TX007,mobile_app,C00913,1001,Blonde Roast,2,2.95,0.1,5.31,card,,2025-06-07 14:33:00,2025-06-07,14:33:00,14,Saturday,0.0
T0002918,2025-06-07,14:33:00,CA002,in_store,C00540,1019,Iced Latte,1,4.65,0.05,4.42,cash,,2025-06-07 14:33:00,2025-06-07,14:33:00,14,Saturday,0.0
T0002952,2025-06-07,14:33:00,CA002,in_store,C00349,1035,Toasted White Chocolate Mocha,2,5.95,0.0,11.9,cash,PSL10,2025-06-07 14:33:00,2025-06-07,14:33:00,14,Saturday,0.0
T0003152,2025-06-07,14:34:00,TX007,in_store,C00126,1011,Espresso,2,2.65,0.0,5.3,mobile_pay,,2025-06-07 14:34:00,2025-06-07,14:34:00,14,Saturday,0.0
T0003132,2025-06-07,14:34:00,TX007,in_store,C00254,1062,Strawberry Açaí Refresher,1,4.45,0.0,4.45,card,BOGO,2025-06-07 14:34:00,2025-06-07,14:34:00,14,Saturday,0.0
T0003011,2025-06-07,14:35:00,NY005,mobile_app,C00439,1055,Iced Green Tea,2,3.25,0.1,5.85,cash,,2025-06-07 14:35:00,2025-06-07,14:35:00,14,Saturday,0.0
T0002905,2025-06-07,14:35:00,NY004,in_store,C00586,1040,Java Chip Frappuccino,2,5.65,0.0,11.3,card,NEWAPP5,2025-06-07 14:35:00,2025-06-07,14:35:00,14,Saturday,0.0
T0002877,2025-06-07,14:36:00,NY004,in_store,C00481,1085,Cheese Danish,2,3.25,0.0,6.5,card,,2025-06-07 14:36:00,2025-06-07,14:36:00,14,Saturday,0.0
T0002828,2025-06-07,14:36:00,TX001,mobile_app,C00570,1042,Matcha Crème Frappuccino,1,5.45,0.0,5.45,card,NEWAPP5,2025-06-07 14:36:00,2025-06-07,14:36:00,14,Saturday,0.0
T0003147,2025-06-07,14:37:00,TX007,in_store,C00433,1091,Spinach Feta Wrap,2,4.75,0.0,9.5,card,,2025-06-07 14:37:00,2025-06-07,14:37:00,14,Saturday,0.0
T0003060,2025-06-07,14:37:00,NY005,in_store,C00244,1040,Java Chip Frappuccino,1,5.65,0.0,5.65,card,BOGO,2025-06-07 14:37:00,2025-06-07,14:37:00,14,Saturday,0.0
T0002679,2025-06-07,14:37:00,TX003,in_store,C00682,1035,Toasted White Chocolate Mocha,1,5.95,0.0,5.95,card,,2025-06-07 14:37:00,2025-06-07,14:37:00,14,Saturday,0.0
T0003173,2025-06-07,14:37:00,TX007,in_store,C00071,1071,Bottled Water,2,2.25,0.0,4.5,card,NEWAPP5,2025-06-07 14:37:00,2025-06-07,14:37:00,14,Saturday,0.0
T0003037,2025-06-07,14:38:00,NY005,in_store,C00438,1051,Chai Tea Latte,1,4.65,0.0,4.65,card,PSL10,2025-06-07 14:38:00,2025-06-07,14:38:00,14,Saturday,0.0
T0003220,2025-06-07,14:38:00,NY007,in_store,C00945,1063,Mango Dragonfruit Refresher,1,4.45,0.0,4.45,card,PSL10,2025-06-07 14:38:00,2025-06-07,14:38:00,14,Saturday,0.0
T0002930,2025-06-07,14:40:00,CA002,in_store,C00427,1002,Pike Place Roast,2,2.95,0.0,5.9,mobile_pay,,2025-06-07 14:40:00,2025-06-07,14:40:00,14,Saturday,0.0
T0002783,2025-06-07,14:40:00,TX006,in_store,C00215,1077,Pumpkin Loaf,2,3.25,0.0,6.5,card,,2025-06-07 14:40:00,2025-06-07,14:40:00,14,Saturday,0.0
T0002754,2025-06-07,14:40:00,TX006,mobile_app,C00769,1095,Chicken Caprese Sandwich,2,6.95,0.05,13.21,card,NEWAPP5,2025-06-07 14:40:00,2025-06-07,14:40:00,14,Saturday,0.01
T0002858,2025-06-07,14:41:00,NY004,in_store,C00041,1068,Paradise Drink,1,4.95,0.0,4.95,card,PSL10,2025-06-07 14:41:00,2025-06-07,14:41:00,14,Saturday,0.0
T0003026,2025-06-07,14:41:00,NY005,in_store,C00055,1038,Mocha Frappuccino,1,5.45,0.15,4.63,mobile_pay,PSL10,2025-06-07 14:41:00,2025-06-07,14:41:00,14,Saturday,0.0
T0003103,2025-06-07,14:41:00,CA004,mobile_app,C00633,1066,Pink Drink,2,4.95,0.0,9.9,card,SUMMER15,2025-06-07 14:41:00,2025-06-07,14:41:00,14,Saturday,0.0
T0003163,2025-06-07,14:42:00,TX007,mobile_app,C00955,1058,Iced Green Tea Lemonade,2,3.75,0.0,7.5,cash,PSL10,2025-06-07 14:42:00,2025-06-07,14:42:00,14,Saturday,0.0
T0003014,2025-06-07,14:42:00,NY005,in_store,C00573,1030,Iced Pumpkin Spice Latte,2,5.95,0.0,11.9,card,PSL10,2025-06-07 14:42:00,2025-06-07,14:42:00,14,Saturday,0.0
T0003179,2025-06-07,14:43:00,NY007,in_store,C00915,1080,Chocolate Croissant,2,3.45,0.05,6.55,card,,2025-06-07 14:43:00,2025-06-07,14:43:00,14,Saturday,-0.01
T0002879,2025-06-07,14:43:00,NY004,mobile_app,C00197,1068,Paradise Drink,2,4.95,0.0,9.9,card,SUMMER15,2025-06-07 14:43:00,2025-06-07,14:43:00,14,Saturday,0.0
T0003210,2025-06-07,14:44:00,NY007,in_store,C00152,1064,Pineapple Passionfruit Refresher,2,4.45,0.0,8.9,cash,,2025-06-07 14:44:00,2025-06-07,14:44:00,14,Saturday,0.0
T0003109,2025-06-07,14:45:00,CA004,in_store,C00442,1072,Hot Chocolate,1,3.95,0.0,3.95,card,SUMMER15,2025-06-07 14:45:00,2025-06-07,14:45:00,14,Saturday,0.0
T0003028,2025-06-07,14:45:00,NY005,in_store,C00284,1058,Iced Green Tea Lemonade,1,3.75,0.0,3.75,card,,2025-06-07 14:45:00,2025-06-07,14:45:00,14,Saturday,0.0
T0003024,2025-06-07,14:45:00,NY005,in_store,C00941,1017,Toasted White Chocolate Latte,2,5.05,0.0,10.1,card,NEWAPP5,2025-06-07 14:45:00,2025-06-07,14:45:00,14,Saturday,0.0
T0002931,2025-06-07,14:46:00,CA002,in_store,C00081,1055,Iced Green Tea,1,3.25,0.05,3.09,mobile_pay,SUMMER15,2025-06-07 14:46:00,2025-06-07,14:46:00,14,Saturday,0.0
T0003218,2025-06-07,14:47:00,NY007,in_store,C00523,1003,Dark Roast,1,2.95,0.0,2.95,card,NEWAPP5,2025-06-07 14:47:00,2025-06-07,14:47:00,14,Saturday,0.0
T0002742,2025-06-07,14:47:00,TX006,in_store,C00705,1098,Cheese & Fruit Protein Box,1,6.25,0.05,5.94,card,PSL10,2025-06-07 14:47:00,2025-06-07,14:47:00,14,Saturday,0.0
T0002821,2025-06-07,14:47:00,TX001,in_store,C00830,1029,Pumpkin Spice Latte,1,5.75,0.0,5.75,card,,2025-06-07 14:47:00,2025-06-07,14:47:00,14,Saturday,0.0
T0002663,2025-06-07,14:47:00,TX003,in_store,C00304,1007,Flat White,2,4.95,0.1,8.91,cash,,2025-06-07 14:47:00,2025-06-07,14:47:00,14,Saturday,0.0
T0002790,2025-06-07,14:47:00,TX006,in_store,C00876,1078,Lemon Loaf,2,3.25,0.0,6.5,card,NEWAPP5,2025-06-07 14:47:00,2025-06-07,14:47:00,14,Saturday,0.0
T0003110,2025-06-07,14:48:00,CA004,in_store,C00771,1033,Gingerbread Latte,1,5.65,0.0,5.65,card,PSL10,2025-06-07 14:48:00,2025-06-07,14:48:00,14,Saturday,0.0
T0002800,2025-06-07,14:48:00,TX001,in_store,C00235,1048,Royal English Breakfast Tea,2,2.95,0.15,5.02,card,,2025-06-07 14:48:00,2025-06-07,14:48:00,14,Saturday,0.0
T0003199,2025-06-07,14:49:00,NY007,mobile_app,C00795,1044,Vanilla Bean Crème Frappuccino,2,4.95,0.0,9.9,cash,PSL10,2025-06-07 14:49:00,2025-06-07,14:49:00,14,Saturday,0.0
T0002831,2025-06-07,14:49:00,TX001,in_store,C00160,1048,Royal English Breakfast Tea,2,2.95,0.0,5.9,card,BOGO,2025-06-07 14:49:00,2025-06-07,14:49:00,14,Saturday,0.0
T0002666,2025-06-07,14:50:00,TX003,in_store,C00848,1064,Pineapple Passionfruit Refresher,1,4.45,0.0,4.45,card,,2025-06-07 14:50:00,2025-06-07,14:50:00,14,Saturday,0.0
T0002981,2025-06-07,14:50:00,CA010,in_store,C00476,1093,Roasted Tomato Mozzarella Panini,2,6.25,0.0,12.5,card,PSL10,2025-06-07 14:50:00,2025-06-07,14:50:00,14,Saturday,0.0
T0002802,2025-06-07,14:51:00,TX001,mobile_app,C00690,1012,Espresso Con Panna,1,2.95,0.0,2.95,mobile_pay,BOGO,2025-06-07 14:51:00,2025-06-07,14:51:00,14,Saturday,0.0
T0003048,2025-06-07,14:51:00,NY005,mobile_app,C00425,1043,Strawberries & Crème Frappuccino,1,5.25,0.0,5.25,card,,2025-06-07 14:51:00,2025-06-07,14:51:00,14,Saturday,0.0
T0002933,2025-06-07,14:54:00,CA002,in_store,C00197,1056,Iced Passion Tango Tea,2,3.25,0.0,6.5,card,,2025-06-07 14:54:00,2025-06-07,14:54:00,14,Saturday,0.0
